folder_name,license_name
vinayjose_glioma-grading-clinical-and-mutation-features_class,Attribution 4.0 International (CC BY 4.0)
krupalpatel07_disney-stock-data_ts,apache-2.0
prasad22_healthcare-dataset_class,CC0-1.0
caetanoranieri_water-level-identification-with-lidar_reg,CC-BY-SA-4.0
mathurinache_hungary-chicken_ts,CC0-1.0
sandhyakrishnan02_australia-vaccination-data_ts,CC0-1.0
rupakroy_lstmmultistep_ts,CC0-1.0
meruvulikith_90000-cars-data-from-1970-to-2024_reg,MIT
kadir12345_smart-farm-ids_class,Attribution 4.0 International (CC BY 4.0)
thedevastator_uncovering-links-between-ecological-footprint-an_ts,CC-BY-SA-4.0
blurredmachine_are-your-employees-burning-out_reg,ODC Attribution License (ODC-By)
rafabelokurows_weekly-fuel-prices-in-italy_ts,Open Database License (ODbL)
avm888_nasdaqgs-delayed-quote-usd-nvidia-corporation_ts,MIT
joebeachcapital_steel-industry-energy-consumption_ts,Attribution 4.0 International (CC BY 4.0)
linnaeus_donacilla-cornea-shell-size-and-coloration-ua_class,CC-BY-NC-SA-4.0
chopper53_onion-time-series-dataset_ts,apache-2.0
rabieelkharoua_2d-elastodynamic-metamaterials-dataset_reg,Attribution 4.0 International (CC BY 4.0)
mitgandhi10_dataset-for-multiple-regression_reg,apache-2.0
rafat97_cryptocurrency-price-prediction-by-ieee-ensi-sb_reg,CC0-1.0
mikhailkaravaev_activity-table-short-dataset_class,CC0-1.0
petalme_seattle-weather-prediction-dataset_class,apache-2.0
abhishek14398_stock-prediction-dataset-adp_ts,CC0-1.0
caparrini_electronic-music-features-201611-beatporttop100_class,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
johanxy_zoo-animals_class,GNU Lesser General Public License 3.0
alirezamehrad_red-and-white-wine-quality_reg,apache-2.0
tavoglc_average-land-surface-anomaly_ts,Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)
sidneipaniago_brazil-embraer-sa-embr3_ts,DbCL-1.0
darrylljk_singapore-hdb-resale-flat-prices-2017-2024_reg,CC BY
nikhil7280_weather-type-classification_class,CC0
ajieraflipamungkas_dataset-calon-pembeli-mobil_class,Community Data License Agreement - Sharing - Version 1.0
girishvutukuri_diabetes-binary-classification_class,DbCL-1.0
joebeachcapital_nintendo-games_class,DbCL-1.0
allenkong_worldwide-meat-consumption_ts,DbCL-1.0
saketk511_2019-2024-us-stock-market-data_reg,DbCL-1.0
